transaction_amount,transaction_hour,account_age_days,transactions_last_1h,transactions_last_24h,failed_attempts,new_device,location_changed,international_transaction,device_change_count,avg_historical_amount,is_fraud
4442.12,15,141,0,0,0,1,0,0,0,831.01,0
130.64,18,5,1,7,0,0,0,0,1,468.73,0
78.16,1,477,2,5,0,0,1,0,0,651.26,0
111.22,16,452,1,4,3,0,0,0,0,2261.39,0
7287.21,13,387,4,12,0,0,0,0,1,1326.78,0
479.25,23,767,0,0,0,0,0,0,0,800.06,0
50883.75,15,845,0,0,1,0,0,0,2,362.53,0
470.42,4,296,1,2,2,0,0,0,0,715.58,0
1446.39,9,421,2,14,0,0,0,0,0,2103.14,0
11082.97,16,4,0,0,5,0,0,1,0,365.12,1
22228.7,12,683,1,3,5,0,0,1,1,1643.22,0
24155.21,15,618,0,0,3,0,0,1,0,303.44,0
6718.02,8,7,1,2,2,0,0,0,0,268.44,0
5095.4,23,285,1,2,1,1,0,0,1,3803.55,0
2667.22,3,865,2,9,2,1,1,0,0,323.74,1
3524.67,23,73,1,5,5,0,0,0,0,501.04,0
479.73,15,158,2,6,2,0,0,0,1,470.35,1
321.4,22,146,2,6,0,0,0,0,0,637.3,0
1091.1,10,160,5,15,1,0,0,0,0,241.24,0
849.56,6,15,3,20,2,0,0,0,0,416.61,0
555.66,16,119,0,0,1,1,1,0,0,3806.05,0
3116.86,21,127,5,12,1,0,0,0,0,1034.39,0
4596.07,12,733,1,2,1,0,0,1,2,3256.96,0
1252.14,3,158,4,8,0,0,0,0,0,1063.05,0
10059.73,13,216,2,10,5,1,0,0,2,97.93,0
197.84,9,174,1,2,5,0,0,0,0,456.89,0
820.17,9,46,1,3,3,0,0,0,0,973.05,0
374.19,9,1694,2,13,0,0,0,0,2,4320.02,0
66.7,11,637,3,23,1,0,0,0,1,1311.06,0
968.72,1,284,4,28,3,0,0,0,0,822.18,0
913.59,22,236,0,0,2,0,0,0,2,1516.97,0
10616.61,8,382,0,0,1,0,0,0,0,722.63,0
2824.87,4,144,2,15,0,0,0,0,0,383.06,0
235.97,7,18,3,14,0,0,0,0,0,560.14,0
17696.8,20,189,1,6,0,0,0,0,1,160.1,0
6846.89,13,1508,1,7,0,0,0,0,0,4461.19,0
2625.81,6,73,2,12,0,1,0,1,0,1482.9,0
780.76,6,273,1,7,0,0,0,0,1,762.5,0
260.04,8,3,0,0,0,0,0,0,0,902.7,0
627.47,2,47,3,11,0,0,0,0,0,3365.97,0
5614.58,13,322,1,4,0,0,0,0,0,2728.61,0
18525.06,16,128,2,9,0,0,1,0,0,1331.95,0
11101.83,17,861,0,0,1,1,0,0,0,954.59,0
526.75,11,190,1,7,5,0,0,0,0,560.05,0
204.5,21,85,2,11,1,0,0,0,0,477.04,0
1354.69,13,287,2,6,0,0,0,0,1,287.76,0
77.27,12,578,2,6,3,0,0,0,1,62.23,0
1780.68,13,7,1,5,0,0,0,0,1,1487.31,0
878.83,8,257,1,5,5,0,1,0,2,316.62,0
545.09,18,541,4,14,0,0,0,0,1,2847.97,0
100.28,1,39,3,9,5,0,0,0,1,1288.46,1
2369.42,10,850,4,25,2,0,0,0,0,125.03,0
493.22,16,112,1,6,0,0,0,0,0,798.53,0
189.64,1,68,0,0,0,0,0,1,0,1040.86,0
14.76,18,324,0,0,0,0,0,0,0,4204.78,0
1052.29,6,70,3,18,3,0,0,0,1,1201.98,0
15652.37,17,415,1,4,0,0,0,0,1,390.82,0
13251.8,12,245,1,7,0,0,0,0,1,886.56,0
552.45,4,42,1,2,0,0,0,0,0,201.78,0
444.38,17,889,1,7,0,0,0,1,0,1449.96,0
2215.34,22,408,1,3,2,0,0,0,0,678.89,0
245.29,23,288,1,6,0,0,0,0,1,401.85,0
1724.49,23,171,1,3,0,0,0,0,0,1762.75,0
3460.33,15,52,6,46,2,1,0,0,0,96.08,1
6907.75,14,448,2,4,1,0,1,0,0,889.48,0
943.66,7,613,1,5,1,0,0,0,1,1059.79,0
807.94,14,49,2,14,2,0,0,0,0,189.17,0
293.84,0,249,2,9,0,0,1,0,3,246.19,0
317.25,16,242,3,21,0,0,0,0,1,2496.17,0
780.77,14,157,2,15,0,0,0,0,1,253.52,0
1902.74,13,568,0,0,0,0,0,1,0,1376.31,0
4317.26,13,38,2,9,0,0,0,0,1,854.29,0
328.73,9,83,1,6,0,0,0,1,0,171.19,0
10291.08,1,0,2,13,5,0,0,0,0,1722.53,0
730.2,5,170,0,0,1,0,0,0,0,566.08,0
1062.04,16,125,1,5,0,0,0,0,2,625.33,0
357.52,4,736,0,0,2,0,0,0,0,390.45,0
28.89,4,499,0,0,0,0,0,0,2,1081.73,0
4130.15,14,32,2,7,0,1,0,0,0,1654.53,0
3311.86,14,493,4,14,0,0,1,1,0,92.03,0
719.11,19,410,1,6,0,0,0,0,0,1376.58,0
1212.56,10,120,1,7,1,0,0,1,1,822.5,0
2377.75,4,5,1,4,1,0,0,1,0,332.24,0
105.23,0,44,1,5,0,0,0,0,1,662.92,0
495.92,10,104,0,0,0,1,0,0,1,3093.38,0
3609.76,10,619,0,0,1,0,0,0,0,519.07,0
167.1,5,228,1,6,5,0,0,0,1,1540.65,0
1703.32,22,914,1,4,5,0,0,0,0,2176.3,0
143.33,7,568,0,0,0,0,0,0,0,1328.08,0
2207.56,1,123,0,0,2,0,0,0,0,781.89,0
1039.54,14,681,1,7,0,0,0,0,1,3778.38,0
97.25,22,45,2,12,0,1,0,0,0,1919.44,0
6292.47,21,13,2,8,5,0,0,0,0,651.45,1
364.35,8,342,1,4,0,0,0,0,1,893.41,0
325.26,14,152,0,0,1,0,0,0,1,1675.65,0
1481.56,7,145,3,14,3,0,0,0,1,928.53,0
6142.31,15,424,2,12,0,0,0,0,1,1163.45,0
238.95,13,692,3,23,0,0,0,1,0,300.7,0
1202.94,14,141,1,5,1,1,1,0,1,2166.0,0
2086.46,19,143,0,0,0,0,0,0,0,729.56,0
3101.55,12,278,1,6,1,0,0,0,2,1055.72,0
1428.9,8,386,0,0,0,0,0,0,0,917.39,0
632.36,0,82,2,4,5,0,0,0,1,335.69,0
316.91,5,889,0,0,0,0,0,1,1,717.97,0
1247.9,7,387,1,4,5,0,0,0,2,153.13,0
219.6,19,358,3,23,3,0,0,0,0,1097.96,0
13.71,17,856,2,8,0,1,0,0,0,1236.91,0
2110.84,17,867,1,6,2,0,0,0,1,2028.67,0
4255.22,16,53,0,0,5,0,1,0,0,479.35,0
31.68,20,57,2,6,1,0,0,1,0,226.2,0
241.15,15,523,0,0,5,0,1,0,0,294.9,0
2775.9,12,1147,3,17,3,0,0,0,2,651.78,1
24010.42,21,400,1,4,0,0,0,0,0,3454.04,0
1131.38,3,193,3,8,0,1,0,0,0,159.62,1
367.97,3,419,1,7,0,0,0,0,0,767.02,0
833.52,20,94,1,7,0,0,0,0,0,124.11,0
8624.09,13,2262,0,0,1,0,0,0,0,399.34,0
416.15,4,205,0,0,2,0,0,0,0,252.13,0
330.7,15,979,0,0,3,0,0,0,1,401.57,0
531.6,13,205,0,0,2,0,0,0,1,1211.5,0
262.44,13,961,0,0,0,0,0,0,0,521.68,0
1318.18,13,149,1,6,0,0,0,0,0,113.4,0
12544.25,23,521,1,4,5,0,0,0,1,392.53,0
1780.45,13,1100,2,9,0,0,0,1,0,645.85,0
751.05,18,379,0,0,0,1,0,0,0,816.74,0
707.89,2,413,0,0,5,0,0,0,2,779.49,0
105.13,16,39,2,6,1,0,0,0,1,301.18,0
4124.35,13,234,1,5,0,0,0,0,0,1014.54,0
975.79,9,795,2,7,0,0,1,0,0,204.9,0
836.54,12,100,0,0,2,0,0,0,1,1727.01,0
131881.8,21,566,0,0,5,1,0,0,0,142.99,1
1716.65,3,411,1,6,0,0,0,0,1,2519.73,0
355.07,10,92,0,0,0,1,0,0,0,2487.21,0
578.51,14,121,1,6,3,1,0,1,3,83.46,0
6140.54,14,203,1,5,3,0,0,0,2,753.25,0
1299.72,23,48,2,8,0,1,0,0,0,580.35,0
126.8,1,892,3,18,0,0,0,0,0,1914.77,0
4353.97,10,490,2,13,2,0,0,0,1,572.83,1
402.54,1,165,1,6,0,0,1,0,1,2969.99,0
18214.02,22,130,1,4,0,1,0,0,2,1587.68,0
5541.79,4,426,1,3,1,0,0,0,1,323.76,0
560.61,12,201,3,12,1,0,0,0,0,1198.28,0
7491.5,0,95,7,14,1,1,0,1,1,877.13,0
1214.13,6,205,3,13,5,0,0,0,0,1129.39,0
3940.88,6,748,1,3,0,0,0,0,1,740.3,0
2269.01,9,25,1,6,0,0,0,0,0,1591.26,0
308.11,5,167,2,12,5,0,0,0,1,859.61,0
417.66,19,1196,1,2,0,0,0,0,0,992.35,0
5140.68,11,5,3,8,0,1,1,0,0,626.93,0
663.7,12,807,1,5,0,0,0,0,2,397.27,0
598.56,23,171,2,11,0,0,1,0,1,282.71,0
261.73,10,76,2,13,0,0,0,0,1,1172.76,0
2070.2,17,5,2,15,0,0,0,0,0,675.01,0
24192.24,1,26,0,0,0,0,0,0,0,338.08,0
221.12,15,68,1,5,0,0,0,0,1,750.35,0
1137.21,1,9,3,13,2,0,0,0,0,1090.84,1
9120.96,18,149,2,12,0,0,0,0,1,756.38,0
973.15,5,16,1,7,1,0,0,0,0,113.8,0
2161.5,0,430,1,4,5,1,0,0,1,366.12,1
222.83,10,623,1,5,1,0,0,0,1,3446.02,0
2084.87,17,797,1,3,1,0,0,0,0,1612.24,0
828.22,9,290,2,14,0,0,0,0,0,320.17,0
4810.69,17,1068,1,6,1,0,0,0,0,562.76,0
6509.9,0,2,3,12,2,0,0,0,0,524.25,0
53334.86,18,52,3,21,1,0,0,0,1,64.69,0
2616.13,15,126,3,23,1,0,0,0,0,4430.84,0
1787.72,6,567,0,0,0,0,0,0,1,798.57,0
1467.88,14,790,2,6,3,1,0,0,0,1275.87,0
645.65,0,351,3,20,5,0,0,0,0,7151.14,0
1822.07,22,176,1,5,0,1,0,0,2,3728.76,0
704.08,20,400,0,0,2,0,0,0,1,1062.9,0
1411.9,8,72,0,0,2,0,1,0,1,1000.11,0
7914.06,1,223,2,10,0,0,0,0,1,3003.36,0
242.3,16,258,0,0,3,0,0,0,0,259.91,0
6062.14,23,40,1,3,0,0,0,0,1,454.61,0
7908.34,9,12,0,0,5,0,0,0,0,101.44,1
918.64,5,506,1,5,1,1,0,0,0,1400.7,0
45.48,4,279,2,11,0,0,0,1,0,687.29,0
440.66,7,147,2,7,0,0,0,0,0,2663.54,0
7673.22,7,209,2,11,0,0,0,1,2,1206.08,0
1059.65,4,1154,5,34,5,0,0,0,1,404.98,0
244.95,11,177,1,6,2,0,0,0,1,2157.68,0
514.32,6,39,1,7,5,0,0,0,0,790.21,0
3869.69,12,227,1,2,5,0,0,0,0,842.94,0
2490.16,12,381,0,0,2,0,0,0,0,1894.31,0
766.32,16,4,0,0,1,0,0,0,1,357.86,0
632.55,3,147,1,6,1,0,0,0,0,694.97,0
609.33,17,182,1,6,0,0,0,0,0,300.14,0
274.89,9,227,3,8,5,0,0,0,1,1187.99,0
12370.42,2,131,0,0,1,0,1,0,1,845.48,0
676.22,11,401,2,12,0,0,0,0,1,915.32,0
6807.21,0,1056,1,2,3,0,0,0,0,676.0,1
10742.62,10,895,2,4,0,1,0,0,1,791.28,0
4902.33,17,398,2,7,1,0,0,0,0,100.73,0
573.97,12,258,1,2,1,0,0,1,1,467.06,0
2009.41,16,637,2,5,0,0,0,0,1,745.2,0
1057.55,7,659,1,3,0,0,0,0,1,451.72,0
282.72,19,645,0,0,1,0,0,1,0,639.16,0
1783.87,18,62,3,8,3,0,0,0,1,1289.13,0
187.06,16,9,4,22,1,0,0,0,0,1847.65,1
6512.76,1,1491,3,11,3,1,0,0,0,205.25,1
546.25,2,1171,5,19,0,1,0,0,1,1807.78,0
1482.88,2,303,1,7,0,0,0,1,0,1796.54,0
1677.29,5,1814,1,6,1,0,0,0,0,1858.28,0
743.7,9,537,0,0,1,1,0,0,0,1503.84,0
2643.98,23,265,1,4,0,1,0,1,0,3216.1,0
537.88,21,180,3,8,0,0,0,1,1,333.99,0
4051.92,17,327,0,0,5,0,0,0,1,511.15,0
145.62,17,264,1,2,0,0,0,0,1,526.28,0
1325.53,13,1855,5,14,1,0,0,0,0,403.99,0
20098.36,15,246,1,5,3,0,0,0,0,1396.16,1
244.57,6,659,0,0,5,0,0,0,0,1456.26,0
396.78,0,613,1,5,2,0,0,0,0,1129.01,0
2370.51,16,27,1,2,2,0,0,0,0,429.08,0
1435.65,22,33,0,0,2,0,0,0,1,1745.85,0
1855.57,4,393,1,6,1,1,0,1,2,352.39,0
2284.22,0,109,0,0,0,0,0,0,0,124.98,0
2841.49,20,391,1,2,0,0,0,0,0,203.73,0
5793.84,16,57,3,9,2,0,0,1,0,1999.71,0
2027.84,9,184,1,3,0,0,1,0,3,695.96,0
763.65,11,39,0,0,0,0,0,0,0,414.78,0
3007.49,19,120,0,0,0,0,0,0,0,5484.37,0
18955.0,1,33,2,10,1,0,0,1,1,1303.65,1
898.79,22,1287,1,2,1,0,0,0,0,2860.47,0
254.22,15,183,0,0,0,0,0,0,0,190.12,0
5771.12,14,844,3,8,2,0,0,0,0,1408.64,0
915.46,12,1294,0,0,2,0,0,0,0,368.4,0
42.14,17,877,2,11,0,0,0,0,1,1969.07,0
3909.37,19,221,1,7,1,0,0,0,0,161.03,0
491.28,21,550,4,27,0,0,0,1,3,257.55,0
957.38,13,60,1,3,0,1,1,0,1,2092.4,0
1804.38,17,36,0,0,0,0,0,0,1,176.59,0
1459.35,1,764,0,0,0,0,0,0,1,2900.05,0
3178.54,1,11,1,3,5,0,1,0,0,2879.96,0
570.65,2,1309,2,4,3,0,0,0,0,827.92,0
2367.66,4,407,4,25,0,0,0,0,0,269.87,0
742.99,15,198,0,0,1,0,0,0,1,1459.05,0
3321.65,21,55,1,3,0,0,0,0,2,1650.44,0
2760.18,14,468,2,5,1,0,0,0,1,1209.17,0
269.57,11,302,1,3,1,0,0,0,0,135.8,0
5591.33,8,453,1,7,5,0,0,0,1,475.02,0
490.81,13,197,2,12,0,0,0,0,3,621.57,0
3685.22,20,25,4,13,0,0,0,0,0,550.22,0
1902.51,15,138,0,0,0,0,0,0,0,1178.06,0
17279.49,10,138,2,5,0,1,0,1,0,184.37,0
784.31,5,3,3,18,2,0,1,0,1,279.11,0
649.38,9,3,1,4,3,0,0,0,1,620.53,0
1065.15,7,146,1,3,0,0,0,0,0,130.64,0
695.92,15,474,1,3,1,0,0,0,0,291.05,0
3640.63,2,357,1,5,0,0,0,0,1,1131.05,0
97.08,1,99,2,15,3,0,0,0,1,4017.35,0
225.76,15,336,2,12,0,0,0,0,0,3294.81,0
221.03,18,380,1,5,0,0,0,0,0,791.38,0
4561.75,8,269,3,21,0,0,0,0,0,1127.35,0
14270.08,15,268,4,21,0,0,0,0,0,187.79,0
937.6,21,168,1,3,2,1,0,1,0,659.4,0
851.3,3,48,2,15,1,0,0,0,0,167.23,1
1218.14,9,177,0,0,1,0,0,0,0,1786.24,0
6265.52,18,154,0,0,3,1,1,1,0,1924.08,0
272.86,12,327,2,13,0,0,0,0,1,125.59,0
1568.0,17,708,1,4,0,0,0,0,1,484.09,0
4735.28,14,171,1,2,3,0,0,0,0,626.78,0
2325.39,3,451,0,0,0,0,0,0,0,515.59,0
1457.35,8,609,2,9,0,0,0,0,0,133.54,0
4922.49,3,86,1,4,2,0,0,0,1,1393.88,0
19.01,15,846,0,0,3,0,0,0,2,1006.56,0
3031.5,20,26,2,6,5,0,0,0,0,966.28,0
411.12,14,846,1,5,5,1,0,0,0,184.07,0
70.39,23,65,1,7,0,0,0,0,1,69.1,0
2360.91,1,150,2,13,1,1,0,1,1,462.08,0
8608.35,13,339,2,12,1,0,0,0,1,472.94,0
892.32,2,861,4,12,1,0,0,0,1,414.05,0
4579.35,21,107,2,10,2,0,0,0,0,159.03,0
12313.08,22,526,0,0,1,0,0,1,0,720.79,0
7882.27,3,452,1,3,1,0,0,0,1,901.23,0
12835.2,0,63,3,7,3,0,0,0,0,161.76,0
3338.21,22,238,2,11,1,1,0,1,0,451.85,0
1228.01,8,239,1,6,0,1,0,0,1,1233.6,0
99.19,16,132,4,27,0,0,0,0,0,2262.64,0
758.17,13,552,4,23,0,0,0,0,1,3643.25,0
309.55,16,950,0,0,2,0,0,0,2,157.19,0
28464.53,0,460,0,0,0,1,0,0,0,3869.18,0
842.33,9,1317,2,4,0,0,0,0,0,3639.38,0
1319.23,22,18,2,12,0,0,0,0,2,631.15,0
2507.97,15,13,3,12,0,0,1,0,0,6518.65,0
1170.75,18,818,3,9,2,0,0,0,0,362.26,0
13940.82,23,832,1,2,0,0,1,0,1,2947.74,0
430.96,2,41,1,6,1,0,1,0,0,499.66,0
1468.37,11,161,2,13,1,0,0,0,0,366.82,0
360.07,2,658,1,4,0,0,0,0,0,349.49,0
151.41,14,50,3,21,0,0,0,0,0,235.86,0
438.06,16,113,3,13,0,0,0,0,1,240.13,0
1037.37,17,417,2,15,1,0,0,0,1,626.5,0
575.96,6,1464,2,15,0,0,0,0,0,1205.79,0
388.14,18,582,2,13,3,0,0,0,0,3614.25,0
133.02,6,548,1,3,0,0,0,0,0,1029.07,0
968.11,4,153,0,0,0,0,0,0,2,279.32,0
114.77,7,395,2,10,3,0,0,0,1,1537.15,0
3429.21,20,43,2,7,1,0,0,1,0,911.43,0
1240.98,15,1774,0,0,0,0,0,0,2,1088.11,0
123.18,15,239,2,15,2,0,0,0,1,181.12,0
689.65,18,371,1,7,0,0,0,0,1,461.22,0
354.87,14,762,0,0,0,0,0,0,0,1189.39,0
1770.05,6,0,2,7,5,1,0,0,0,308.78,0
8190.05,4,1361,5,14,0,0,0,0,1,266.35,0
65.84,22,162,1,2,1,0,0,1,1,1332.38,0
1303.15,10,151,1,3,0,0,0,0,0,1201.17,0
862.47,9,57,4,14,0,0,1,0,0,1010.15,0
3001.93,20,712,0,0,0,0,0,0,0,616.02,0
1509.89,22,747,1,2,1,0,0,0,1,2853.66,0
354.97,8,7,0,0,0,0,0,0,0,291.87,0
679.54,0,20,1,5,0,0,0,0,0,165.22,0
332.27,19,914,3,16,5,1,0,0,0,223.46,0
5508.3,0,47,2,10,0,0,0,0,1,1845.96,0
1132.26,7,354,3,11,1,0,0,0,0,847.1,0
18992.25,2,352,2,15,0,0,0,0,1,2831.46,0
1001.25,1,743,1,3,0,0,0,0,0,4580.55,0
378.94,3,310,0,0,3,0,0,0,0,1285.6,0
113.23,18,207,1,3,0,0,0,0,0,669.47,0
73.35,10,1337,3,23,5,0,0,0,0,460.1,0
101.88,4,94,0,0,0,0,1,0,0,2308.42,0
1637.11,23,111,2,7,0,0,0,0,1,253.34,0
2352.16,9,32,2,15,5,1,1,0,0,566.46,1
102.33,23,1351,2,11,1,0,0,0,0,798.32,0
4198.81,22,447,0,0,0,0,0,0,0,611.49,0
531.34,7,4,1,3,5,0,0,0,1,1376.49,0
1366.75,12,444,2,6,2,0,0,0,0,665.8,0
12312.02,4,188,3,21,0,1,0,1,0,34.19,0
4210.17,11,1251,3,10,0,0,0,0,0,157.52,0
733.04,12,118,1,7,2,0,0,0,0,297.86,0
288.07,21,452,0,0,0,0,0,0,0,1427.86,0
43.48,7,360,3,6,0,0,0,0,0,260.34,0
372.88,14,4,1,5,1,0,1,0,0,2519.74,0
798.96,12,790,0,0,0,0,0,0,0,929.64,0
249.44,0,54,1,7,0,0,0,0,3,495.02,0
900.65,21,397,0,0,0,0,0,0,0,926.85,0
1230.63,5,545,1,3,0,0,0,0,1,678.72,0
782.67,10,363,0,0,0,0,0,0,0,1708.66,0
413.64,12,37,1,6,0,0,0,0,0,4733.69,0
1412.31,20,1349,0,0,1,0,0,0,0,587.68,0
2127.94,19,98,2,4,0,0,0,0,0,649.73,0
213.66,0,360,2,9,1,1,0,0,1,1173.85,0
9103.36,10,582,1,5,3,0,0,0,0,984.39,0
945.88,10,1022,0,0,0,0,0,1,0,316.55,0
1128.08,7,338,2,9,1,1,0,0,0,2850.96,0
3172.65,21,109,2,13,0,0,0,0,1,576.71,0
1555.92,2,661,6,13,3,0,0,0,0,455.44,0
4581.15,18,65,1,4,0,0,0,0,0,135.36,0
1686.96,11,8,1,4,0,0,0,0,2,1575.89,0
437.62,5,871,1,6,0,0,0,0,2,648.28,0
1886.08,22,312,2,7,5,0,0,0,0,2942.56,0
197.24,7,26,2,6,3,0,0,0,0,710.55,0
1290.57,4,316,2,5,0,0,0,0,0,401.02,0
1043.31,9,57,3,23,5,0,0,0,1,275.7,0
802.57,21,11,2,9,1,0,0,0,0,581.01,0
904.33,15,45,1,2,0,0,1,0,0,2666.59,0
65.18,11,544,3,7,2,0,1,0,1,507.1,0
481.5,16,514,0,0,0,0,0,0,0,503.74,0
1260.5,5,338,0,0,0,0,0,0,0,431.89,0
1393.79,8,85,0,0,0,0,0,0,0,640.54,0
234.74,9,490,3,16,2,0,0,0,0,824.4,0
7321.44,19,191,2,13,0,0,0,0,1,675.57,0
299.09,13,260,2,4,1,1,0,0,0,2412.66,0
4694.68,13,831,2,7,2,1,1,0,1,546.93,1
2081.39,16,223,3,13,0,0,0,0,1,586.02,0
415.99,15,359,1,4,0,0,0,0,1,600.77,0
15724.36,3,1191,0,0,1,0,0,0,0,3559.11,0
183.01,1,219,1,5,5,0,0,0,1,1026.41,0
4353.48,15,300,2,7,0,0,0,0,0,255.99,0
4919.06,0,320,0,0,3,0,0,0,0,411.87,0
401.04,2,100,1,6,0,0,0,0,1,216.22,0
8854.65,22,487,0,0,0,1,1,1,0,801.44,1
753.65,10,473,1,7,3,0,0,0,0,82.96,0
1690.94,15,87,1,7,0,0,0,0,0,1875.89,0
1620.49,17,4,1,3,0,1,0,0,0,2857.82,0
896.53,14,2500,0,0,1,0,0,0,0,176.43,0
3700.46,8,318,2,8,3,1,0,0,0,400.44,1
3605.56,11,72,0,0,0,1,1,0,0,991.21,1
79.61,17,121,1,7,5,0,0,0,1,284.89,0
7758.24,4,351,0,0,0,0,0,0,1,68.1,0
90.58,23,54,1,2,1,0,0,0,0,6124.81,0
5160.66,7,13,1,5,0,0,0,0,0,174.25,0
5943.53,2,584,0,0,5,0,0,0,1,286.35,0
213.48,1,459,1,2,5,0,0,0,0,823.87,0
592.16,18,135,0,0,0,0,0,0,1,1428.62,0
208.81,7,21,2,14,0,0,1,0,2,1422.65,0
794.42,1,243,2,15,5,0,0,0,0,223.03,0
690.87,18,117,0,0,1,0,0,0,0,1426.02,0
3531.55,0,185,0,0,0,0,0,1,2,317.43,0
7828.01,21,116,2,10,2,0,0,0,1,89.84,0
8897.5,12,70,0,0,1,0,0,0,0,4200.3,0
471.89,22,178,1,4,3,0,0,0,0,1572.33,0
801.25,19,1222,2,8,0,0,0,0,0,951.76,0
87.78,16,112,0,0,0,0,0,0,0,3459.43,0
327.4,2,149,0,0,0,1,0,0,2,285.22,0
4662.36,8,145,0,0,3,1,0,0,0,166.82,1
12374.27,4,238,1,5,0,0,0,0,1,170.67,0
172.17,5,676,1,4,1,0,0,0,0,790.9,0
450.93,3,187,2,4,5,0,0,0,0,2251.44,0
1054.05,16,598,1,4,0,0,0,0,0,180.91,0
1669.44,20,44,0,0,2,0,0,0,1,438.85,0
325.58,20,822,2,15,3,0,0,0,0,1131.02,0
2071.63,20,74,0,0,5,0,0,0,0,2226.77,0
538.74,15,14,1,4,3,0,1,0,1,406.04,0
1073.12,15,62,0,0,0,0,0,0,1,3626.2,0
2488.48,21,77,0,0,5,1,0,0,0,2004.99,0
1107.25,10,259,3,12,3,0,0,0,2,258.97,0
569.88,1,218,0,0,0,0,0,0,0,853.86,0
930.37,16,459,3,12,2,0,1,1,1,348.74,0
960.5,14,19,1,4,1,0,0,0,1,435.88,0
629.54,17,251,0,0,0,1,0,0,0,3507.51,0
743.83,9,147,2,4,3,0,0,0,0,662.71,0
12063.88,5,363,1,2,1,0,1,0,0,1527.33,0
2543.71,20,16,2,6,2,0,0,0,1,1196.37,0
704.0,15,12,1,4,2,0,0,0,0,4191.1,0
3119.51,4,203,1,4,0,0,0,0,1,482.5,0
664.66,11,608,1,2,1,0,0,0,0,762.52,0
6372.12,5,405,2,14,2,0,0,0,0,904.4,0
1909.25,13,6,1,6,0,0,0,0,1,122.01,0
933.6,22,71,0,0,3,0,0,0,1,75.94,0
2146.46,15,93,1,3,5,0,0,0,1,447.1,0
103.93,6,200,3,6,0,1,0,0,0,4648.52,0
202.32,1,322,0,0,5,0,0,0,0,118.68,0
182.93,5,89,3,10,1,0,0,0,4,2319.61,0
1358.88,8,175,0,0,2,0,0,0,0,693.68,0
14746.67,6,320,2,10,2,0,0,1,0,25.85,0
31161.86,1,176,1,7,0,0,0,0,1,1173.15,0
2855.71,18,56,2,13,1,1,0,0,0,172.82,0
2324.52,7,246,3,7,2,0,0,0,2,1692.57,0
73.58,10,142,2,12,0,0,0,0,1,224.03,0
485.89,3,728,2,5,5,0,1,0,0,556.72,0
336.41,15,545,2,7,0,0,0,0,0,1000.45,0
432.13,17,77,2,10,1,0,0,0,0,424.52,0
852.17,12,60,3,14,3,0,0,0,0,104.69,1
540.16,4,155,2,12,0,0,0,0,1,962.44,0
56.32,1,193,3,20,1,0,0,0,0,1019.44,0
3367.3,10,981,2,13,0,0,0,0,0,603.04,0
219.4,0,131,2,4,5,0,1,0,0,218.98,0
1570.06,12,737,1,5,0,1,0,0,1,349.16,0
24615.31,4,256,1,7,0,0,0,0,0,6629.18,0
276.14,17,791,0,0,3,0,0,0,0,343.23,0
24.64,13,441,0,0,1,1,0,0,1,1711.04,0
714.08,12,449,1,7,0,0,0,0,0,316.33,0
5718.37,6,266,1,2,5,0,0,0,1,1325.15,0
20692.39,7,669,3,7,0,0,0,0,0,788.53,0
173.41,17,107,0,0,0,0,0,0,0,2091.63,0
2310.11,6,868,2,10,1,0,0,0,0,189.93,0
545.68,19,369,0,0,1,0,0,0,1,12854.48,0
935.5,16,210,1,4,0,0,0,0,1,495.4,0
57902.45,15,1470,1,2,0,0,0,0,0,102.58,0
115.07,10,722,2,10,3,0,0,0,1,713.99,0
1604.57,18,539,1,2,1,1,0,0,1,301.69,0
2211.75,0,116,0,0,0,0,0,0,0,677.45,0
5589.69,20,1328,4,15,0,0,0,0,2,191.66,0
1270.26,7,495,1,3,0,0,0,0,1,467.82,0
1740.76,0,339,1,4,1,0,0,1,0,1714.06,0
609.43,8,930,3,12,0,0,0,0,1,377.73,0
1642.03,18,64,2,11,0,1,0,0,0,135.63,0
655.38,20,54,0,0,0,0,0,0,1,749.35,0
2785.99,8,302,1,2,5,0,0,0,0,396.35,0
629.91,20,21,2,9,1,0,0,0,1,1122.28,0
1930.72,9,398,2,14,0,0,0,0,0,604.48,0
1049.54,23,100,3,8,1,0,0,1,2,1136.56,0
5937.69,22,46,1,7,1,0,0,0,0,695.55,0
1015.27,10,192,1,2,1,0,0,0,1,186.44,0
76.74,0,228,1,2,0,0,0,0,0,782.99,0
7279.97,19,68,0,0,2,1,0,0,1,367.62,0
281.86,7,15,0,0,1,0,0,0,1,498.99,0
411.31,19,195,1,3,1,0,0,0,0,1039.27,0
448.77,11,520,1,4,5,0,0,0,0,612.21,0
8618.42,0,756,2,15,0,0,0,0,2,264.23,0
44.54,9,37,0,0,3,0,0,0,0,131.32,0
121372.89,3,271,1,7,5,0,0,1,0,1340.95,0
5345.9,14,111,1,2,3,0,1,0,0,2026.77,0
1532.81,18,171,0,0,1,1,0,0,1,162.16,1
1009.95,5,989,2,14,3,0,0,0,1,627.17,0
1683.0,4,158,2,7,0,0,0,0,0,965.51,0
2396.31,4,165,2,10,1,0,0,0,2,1923.43,0
2886.57,17,85,2,6,3,0,0,0,0,566.15,0
2523.51,2,1175,2,5,0,0,0,0,0,135.18,0
